fighter_name,sex,birth_date,age,status,death_date,location,country,height,weight,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,losses,losses_ko,losses_submission,losses_decision,losses_other,draws,pro_mma,pro_boxing,pro_kickboxing,pro_muay_thai,pro_karate,pro_taekwondo,pro_wrestling,pro_bjj,pro_judo,pro_sambo
Aleksandra Albu,Female,1990-03-31,36.0,Active,,Russia,Russia,"5'6""",115,Strawweight,3,0,2,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Aleksandra Toncheva Plamenova,Female,1995-05-18,31.0,Active,,Bulgaria,Bulgaria,"5'7""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Aleksei Butorin,Male,1989-09-09,36.0,Active,,Russia,Russia,"6'0""",205,Light Heavyweight,9,5,2,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Aleksi Toivonen,Male,1994-01-11,32.0,Active,,Finland,Finland,"5'10""",155,Lightweight,6,2,2,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alen Amedovski,Male,1988-07-24,37.0,Active,,North Macedonia,North Macedonia,"6'3""",185,Middleweight,8,7,0,1,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Alessandro Botti,Male,1991-06-02,34.0,Active,,Italy,Italy,"5'11""",170,Welterweight,5,2,1,2,0,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alessandro Ricci,Male,1987-12-09,38.0,Active,,Italy,Italy,"6'0""",185,Middleweight,6,3,1,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alessio Di Chirico,Male,1989-07-30,36.0,Active,,Rome/Italy,Italy,"6'0""",185,Middleweight,13,6,3,4,0,7,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Alessio Sakara,Male,1981-09-02,44.0,Active,,Rome/Italy,Italy,"6'0""",205,Light Heavyweight,20,11,2,7,0,13,7,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Alex Andrade,Male,1988-03-20,37.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,11,6,3,2,0,6,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Caceres,Male,1988-06-20,37.0,Active,,Florida/United States,United States,"5'10""",145,Featherweight,21,4,8,9,0,15,3,4,8,0,0,1,0,0,0,0,0,0,0,0,0
Alex Chambers,Male,1991-08-06,34.0,Active,,Canada,Canada,"5'6""",115,Strawweight,5,0,3,2,0,7,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0
Alex Dunworth,Male,1986-11-13,39.0,Active,,England/United Kingdom,United Kingdom,"5'11""",145,Featherweight,14,5,4,5,0,7,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Alex Fong,Male,1994-04-01,31.0,Active,,Hong Kong,Hong Kong,"5'9""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Garcia,Male,1988-03-11,37.0,Active,,Montreal/Quebec/Canada,Canada,"5'10""",170,Welterweight,15,6,5,4,0,7,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Alex Gorgees,Male,1990-02-27,36.0,Active,,United States,United States,"6'0""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Higley,Male,1992-05-04,33.0,Active,,Indiana/United States,United States,"6'2""",205,Light Heavyweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Huddleston,Male,1987-04-15,39.0,Active,,Iowa/United States,United States,"6'5""",265,Heavyweight,7,6,1,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Alex Hunter,Male,1991-09-09,34.0,Active,,England/United Kingdom,United Kingdom,"5'11""",170,Welterweight,6,2,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Karalexis,Male,1979-04-09,46.0,Active,,Massachusetts/United States,United States,"5'8""",155,Lightweight,10,5,3,2,0,7,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Alex Lim,Male,1995-12-18,30.0,Active,,Singapore,Singapore,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Lohore,Male,1994-04-28,31.0,Active,,Paris/France,France,"6'4""",170,Welterweight,21,14,3,4,0,10,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Alex Macedo,Male,1992-06-14,33.0,Active,,Brazil,Brazil,"5'10""",155,Lightweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Morono,Male,1990-04-30,36.0,Active,,Houston/Texas/United States,United States,"5'6""",170,Welterweight,24,6,6,12,0,11,4,2,5,0,0,1,0,0,0,0,0,0,0,0,0
Alex Munoz,Male,1990-01-08,36.0,Active,,California/United States,United States,"5'8""",155,Lightweight,7,1,2,4,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Nicholson,Male,1990-06-29,35.0,Active,,Indiana/United States,United States,"6'3""",265,Heavyweight,6,5,0,1,0,6,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Alex O'Toole,Male,1989-02-02,37.0,Active,,England/United Kingdom,United Kingdom,"5'9""",155,Lightweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Oliveira,Male,1987-12-20,38.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,22,13,3,6,0,12,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Alex Perez,Male,1992-03-21,34.0,Active,,California/United States,United States,"5'6""",125,Flyweight,25,5,8,12,0,8,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0
Alex Polizzi,Male,1991-02-03,35.0,Active,,Texas/United States,United States,"6'1""",205,Light Heavyweight,12,6,3,3,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Potts,Male,1993-07-17,32.0,Active,,England/United Kingdom,United Kingdom,"5'10""",145,Featherweight,6,2,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Reid,Male,1975-01-21,51.0,Active,,England/United Kingdom,United Kingdom,"6'0""",205,Light Heavyweight,15,9,2,4,0,9,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Alex Reyes,Male,1989-05-11,36.0,Active,,Mexico,Mexico,"5'9""",145,Featherweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Schild,Male,1994-08-08,31.0,Active,,Germany,Germany,"5'10""",170,Welterweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Schoenauer,Male,1988-10-30,37.0,Active,,Germany,Germany,"6'0""",185,Middleweight,6,3,1,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Silva,Male,1983-06-15,42.0,Active,,Brazil,Brazil,"5'7""",125,Flyweight,22,3,15,4,0,12,2,6,4,0,0,1,0,0,0,0,0,0,0,0,0
Alex Soto,Male,1991-09-25,34.0,Active,,California/United States,United States,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Stiebling,Male,1990-02-14,36.0,Active,,United States,United States,"6'2""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Torres,Male,1989-11-04,36.0,Active,,Texas/United States,United States,"5'10""",155,Lightweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex Trinidad,Male,1992-06-08,33.0,Active,,Mexico,Mexico,"5'9""",135,Bantamweight,6,2,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alex White,Male,1988-03-19,37.0,Active,,Wisconsin/United States,United States,"5'9""",155,Lightweight,14,8,2,4,0,9,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Alex da Silva Coelho,Male,1991-12-02,34.0,Active,,Brazil,Brazil,"5'10""",155,Lightweight,6,2,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexa Grasso,Female,1993-08-09,32.0,Active,,Guadalajara/Mexico,Mexico,"5'5""",125,Flyweight,16,2,5,9,0,4,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
Alexander Gustafsson,Male,1987-01-15,39.0,Active,,Stockholm/Sweden,Sweden,"6'5""",205,Light Heavyweight,18,11,3,4,0,8,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Alexander Hernandez,Male,1992-10-18,33.0,Active,,San Antonio/Texas/United States,United States,"5'9""",155,Lightweight,15,5,1,9,0,7,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0
Alexander Lopez,Male,1995-05-04,31.0,Active,,Texas/United States,United States,"5'8""",135,Bantamweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexander Nikulin,Male,1987-06-06,38.0,Active,,Russia,Russia,"6'0""",170,Welterweight,8,4,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexander Romanov,Male,1990-07-11,35.0,Active,,Comrat/Moldova,Moldova,"6'2""",265,Heavyweight,17,8,6,3,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexander Sarnavskiy,Male,1989-06-17,37.0,Active,,Omsk/Russia,Russia,"5'11""",145,Featherweight,41,11,14,16,0,8,1,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Alexander Shlemenko,Male,1984-05-20,42.0,Active,,Omsk/Russia,Russia,"6'1""",185,Middleweight,63,30,14,19,0,15,6,3,6,0,0,1,0,0,0,0,0,0,0,0,0
Alexander Volkanovski,Male,1988-09-29,37.0,Active,,Wollongong/Australia,Australia,"5'6""",145,Featherweight,26,13,3,10,0,4,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Alexander Volkov,Male,1988-10-24,37.0,Active,,Moscow/Russia,Russia,"6'7""",265,Heavyweight,37,24,3,10,0,11,5,1,5,0,0,1,0,0,0,0,0,0,0,0,0
Alexander Yakovlev,Male,1984-06-03,41.0,Active,,Saint Petersburg/Russia,Russia,"6'1""",170,Welterweight,25,6,9,10,0,10,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Alexandr Shabliy,Male,1993-02-19,33.0,Active,,Rostov-on-Don/Russia,Russia,"5'11""",155,Lightweight,25,12,4,9,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexandra Ballou,Female,1994-04-07,31.0,Active,,United States,United States,"5'6""",125,Flyweight,3,0,2,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Alexandre Barros,Male,1990-09-14,35.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,6,2,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexandre Bezerra,Male,1992-11-26,33.0,Active,,Brazil,Brazil,"5'9""",145,Featherweight,7,3,2,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexandre Dantas,Male,1986-01-18,40.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,9,4,2,3,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Alexandre Ferreira,Male,1990-04-18,35.0,Active,,Brazil,Brazil,"5'10""",155,Lightweight,6,2,2,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexandre Machado,Male,1987-09-03,38.0,Active,,Brazil,Brazil,"5'9""",170,Welterweight,8,3,2,3,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Alexandre Pantoja,Male,1981-04-16,45.0,Active,,Brazil,Brazil,"5'10""",155,Lightweight,11,4,3,4,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Alexei Kudin,Male,1984-04-13,41.0,Active,,Belarus,Belarus,"6'4""",265,Heavyweight,23,20,1,2,0,10,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexey Kunchenko,Male,1984-12-28,41.0,Active,,Tyumen/Russia,Russia,"5'10""",170,Welterweight,21,7,4,10,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Alexey Oleynik,Male,1977-06-25,48.0,Active,,Russia,Russia,"6'2""",265,Heavyweight,60,8,47,5,0,18,7,6,5,0,0,1,0,0,0,0,0,0,0,0,0
Alexey Trofimov,Male,1992-02-07,34.0,Active,,Russia,Russia,"6'0""",170,Welterweight,6,3,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexis Davis,Male,1984-10-04,41.0,Active,,Ontario/Canada,Canada,"5'6""",135,Bantamweight,20,3,11,6,0,12,2,4,6,0,0,1,0,0,0,0,0,0,0,0,0
Alexis Dufresne,Male,1992-01-07,34.0,Active,,Quebec/Canada,Canada,"5'8""",135,Bantamweight,7,1,4,2,0,5,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexis Vila,Male,1971-01-12,55.0,Active,,Cuba,Cuba,"5'6""",145,Featherweight,3,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Alfie Davis,Male,1993-04-28,32.0,Active,,London/England/United Kingdom,United Kingdom,"5'10""",155,Lightweight,16,7,3,6,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alfonso Alcarez,Male,1989-06-11,36.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,4,2,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alfred Khashakyan,Male,1986-03-19,40.0,Active,,Armenia,Armenia,"5'11""",170,Welterweight,6,3,1,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Ali AlQaisi,Male,1991-08-05,34.0,Active,,Jordan,Jordan,"5'8""",145,Featherweight,5,1,2,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ali Bagautinov,Male,1984-11-02,41.0,Active,,Dagestan/Russia,Russia,"5'4""",125,Flyweight,22,4,9,9,0,7,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0
Ali Mokdad,Male,1990-02-14,36.0,Active,,Lebanon,Lebanon,"5'9""",170,Welterweight,4,2,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ali Motamed,Male,1988-07-22,37.0,Active,,Iran,Iran,"5'10""",170,Welterweight,6,3,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ali Yaakub,Male,1993-12-01,32.0,Active,,Malaysia,Malaysia,"5'8""",145,Featherweight,3,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ali Zebian,Male,1987-05-27,39.0,Active,,Lebanon,Lebanon,"5'9""",155,Lightweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alice Yauger,Female,1994-09-08,31.0,Active,,United States,United States,"5'6""",125,Flyweight,2,0,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alistair Overeem,Male,1980-05-17,46.0,Active,,Netherlands,Netherlands,"6'4""",265,Heavyweight,47,25,17,5,0,19,12,3,4,0,0,1,0,1,0,0,0,0,0,0,0
Aljamain Sterling,Male,1989-07-31,36.0,Active,,New York/United States,United States,"5'7""",135,Bantamweight,24,3,8,13,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Alka Matewa,Male,1995-03-02,31.0,Active,,India,India,"5'5""",115,Atomweight,3,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Allan Albindo,Male,1988-10-11,37.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Allan Goes,Male,1979-02-02,47.0,Active,,Brazil,Brazil,"6'1""",205,Light Heavyweight,17,10,4,3,0,13,6,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Allan Weickert,Male,1992-05-15,33.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,10,4,2,4,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Allan Zuniga,Male,1990-11-19,35.0,Active,,Mexico,Mexico,"5'8""",135,Bantamweight,6,2,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Allen Berube,Male,1986-01-28,40.0,Active,,Canada,Canada,"6'0""",170,Welterweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Allen Bose,Male,1989-04-17,36.0,Active,,India,India,"5'7""",145,Featherweight,3,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Allen Chong,Male,1994-09-22,31.0,Active,,Singapore,Singapore,"5'8""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Allen Crowder,Male,1979-07-31,46.0,Active,,Texas/United States,United States,"6'3""",265,Heavyweight,10,8,0,2,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Almiro Barros,Male,1987-08-04,38.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,7,3,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Almog Shay,Male,1992-12-09,33.0,Active,,Israel,Israel,"5'9""",155,Lightweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alonzo Martinez,Male,1991-06-27,34.0,Active,,Mexico,Mexico,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alonzo Menifield,Male,1987-10-18,38.0,Active,,Texas/United States,United States,"6'0""",205,Light Heavyweight,15,11,0,4,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Alptekin Ozkilic,Male,1986-03-27,40.0,Active,,Turkey,Turkey,"5'6""",125,Flyweight,14,6,3,5,0,6,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Alvaro Herrera,Male,1993-01-19,33.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alvin Cacdac,Male,1988-07-07,37.0,Active,,Philippines,Philippines,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alvin Robinson,Male,1995-04-10,31.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alyona Rassohyna,Male,1991-11-06,34.0,Active,,Ukraine,Ukraine,"5'7""",125,Flyweight,5,1,2,2,0,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Amador Ramirez,Male,1989-02-25,37.0,Active,,Mexico,Mexico,"5'10""",170,Welterweight,6,2,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Amaechi Oselukwue,Male,1993-09-03,32.0,Active,,Nigeria,Nigeria,"6'0""",170,Welterweight,4,2,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Amanda Bell,Female,1987-06-16,38.0,Active,,United States,United States,"5'9""",145,Featherweight,5,1,3,1,0,8,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Amanda Bobby Brundage,Female,1993-08-04,32.0,Active,,United States,United States,"5'6""",115,Strawweight,10,3,4,3,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Amanda Lemos,Female,1987-05-16,38.0,Active,,Brazil,Brazil,"5'4""",115,Strawweight,14,8,3,3,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Amanda Nunes,Female,1988-05-30,38.0,Active,,Bahia/Brazil,Brazil,"5'8""",135,Bantamweight,23,13,4,6,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Amanda Ribas,Female,1993-08-26,32.0,Active,,Brazil,Brazil,"5'4""",115,Strawweight,12,3,5,4,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Amar Suloev,Male,1976-01-07,50.0,Active,,Russia,Russia,"6'0""",185,Middleweight,24,12,6,6,0,7,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Amaury Bitetti,Male,1970-01-28,56.0,Active,,Brazil,Brazil,"5'10""",205,Light Heavyweight,14,3,8,3,0,5,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Amber Leibrock,Female,1988-02-10,38.0,Active,,United States,United States,"5'6""",145,Featherweight,5,1,3,1,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Amber Tackett,Female,1987-10-22,38.0,Active,,United States,United States,"5'7""",135,Bantamweight,3,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Amedeo Viola,Male,1985-06-18,40.0,Active,,Italy,Italy,"5'9""",155,Lightweight,6,2,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Ameer Basheer,Male,1993-03-12,33.0,Active,,India,India,"5'7""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Amilcar Alves,Male,1991-09-09,34.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Amir Albazi,Male,1993-10-27,32.0,Active,,Iraq/Iraq,Iraq,"5'4""",125,Flyweight,17,4,8,5,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Amir Aliakbari,Male,1987-12-11,38.0,Active,,Iran,Iran,"6'2""",265,Heavyweight,14,12,2,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Amir Dadovic,Male,1994-02-14,32.0,Active,,Sweden,Sweden,"5'11""",170,Welterweight,4,2,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Amir Khan,Male,1986-12-08,39.0,Active,,United Kingdom,United Kingdom,"5'8""",155,Lightweight,3,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Amir Khillah,Male,1990-07-29,35.0,Active,,Pakistan,Pakistan,"5'9""",155,Lightweight,4,2,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Amir Sadollah,Male,1988-05-16,38.0,Active,,Iran,Iran,"5'10""",170,Welterweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Amira Badr,Female,1996-01-11,30.0,Active,,Egypt,Egypt,"5'5""",115,Atomweight,2,0,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Amira Hafizovic,Female,1992-09-18,33.0,Active,,Bosnia and Herzegovina,Bosnia and Herzegovina,"5'6""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Amitesh Chaubey,Male,1994-11-23,31.0,Active,,India,India,"5'8""",145,Featherweight,3,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Amran Aliyev,Male,1995-06-30,31.0,Active,,Azerbaijan,Azerbaijan,"5'10""",155,Lightweight,6,2,2,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ana Julaton,Female,1980-06-11,45.0,Active,,California/United States,United States,"5'3""",115,Strawweight,13,2,4,7,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Anastasia Yankova,Female,1991-04-01,35.0,Active,,Russia,Russia,"5'6""",125,Flyweight,5,0,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Anatoliy Malykhin,Male,1988-01-19,38.0,Active,,Russia,Russia,"6'0""",265,Heavyweight,14,11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anatoly Tokov,Male,1990-03-18,36.0,Active,,Russia,Russia,"6'0""",185,Middleweight,31,10,9,12,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Anatpong Bunrad,Male,1992-10-02,33.0,Active,,Thailand,Thailand,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Anderson Silva,Male,1975-04-14,51.0,Retired,,Brazil,Brazil,"6'2""",185,Middleweight,34,23,3,8,0,11,4,3,4,0,0,1,1,0,1,0,0,0,1,0,0
Anderson dos Santos,Male,1987-07-02,38.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,7,3,2,2,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Andre Ewell,Male,1989-03-17,37.0,Active,,California/United States,United States,"5'7""",135,Bantamweight,17,6,1,10,0,9,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0
Andre Fialho,Male,1994-01-01,32.0,Active,,Portugal,Portugal,"5'9""",170,Welterweight,16,11,1,4,0,8,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Andre Fili,Male,1990-06-25,36.0,Active,,California/United States,United States,"5'11""",145,Featherweight,23,10,4,9,0,10,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0
Andre Gusmao,Male,1976-05-30,49.0,Active,,Brazil,Brazil,"6'0""",170,Welterweight,11,1,6,4,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Andre Muniz,Male,1990-01-18,36.0,Active,,Brazil,Brazil,"6'1""",185,Middleweight,24,6,15,3,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Andre Pederneiras,Male,1969-09-17,56.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,9,1,5,3,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Andre Roberts,Male,1989-02-20,37.0,Active,,United States,United States,"5'10""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Andre Santos,Male,1985-08-09,40.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,7,2,3,2,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Andre Soukhamthath,Male,1990-10-16,35.0,Active,,Wisconsin/United States,United States,"5'10""",135,Bantamweight,14,4,2,8,0,9,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0
Andre Tieva,Male,1993-03-12,33.0,Active,,Georgia,Georgia,"6'1""",205,Light Heavyweight,5,3,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Andre Walker,Male,1991-12-05,34.0,Active,,United States,United States,"5'9""",145,Featherweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Andre Winner,Male,1981-10-31,44.0,Active,,England/United Kingdom,United Kingdom,"5'9""",155,Lightweight,12,3,2,7,0,7,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0
Andrea Fusi,Male,1992-06-11,33.0,Active,,Italy,Italy,"5'10""",170,Welterweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Andrea Lee,Male,1989-09-16,36.0,Active,,Texas/United States,United States,"5'5""",125,Flyweight,13,2,3,8,0,9,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0
Andreas Michailidis,Male,1988-04-14,38.0,Active,,Greece,Greece,"6'0""",185,Middleweight,14,7,2,5,0,6,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Andreas Satyawan,Male,1994-01-23,32.0,Active,,Indonesia,Indonesia,"5'7""",145,Featherweight,3,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Andreas Spang,Male,1982-01-13,44.0,Active,,Germany,Germany,"6'3""",205,Light Heavyweight,10,6,2,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Andreas Stahl,Male,1987-09-02,38.0,Active,,Sweden,Sweden,"5'11""",170,Welterweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
